Source,G,C,R,Vab,Prior,Truth,Explanation,log10(G),Prior_Scaled,Truth_Scaled,Predicted_Probability,Std_Dev,Label_Probability,H,cluster_color
Grid,145634.84775012443,0.1728571428571428,0.3359999999999999,0.5454159433257136,0,,,5.163265306122449,-0.4054651081081643,,0.49999999876389467,0.00014456879315826577,0.5,1.0,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)"
Grid,2222996.4825261957,0.16224489795918356,0.2639999999999999,0.48359035252908,0,,,6.346938775510204,-0.4054651081081643,,0.5001267615690524,0.6432221668102122,0.5,0.9999999536361224,"(0.5529411764705883, 0.8274509803921568, 0.7803921568627451, 1.0)"
Grid,8286427.728546842,0.180204081632653,0.288,0.5862433768323853,0,,,6.918367346938775,-0.4054651081081643,,0.49938238429565346,0.6369218631778334,0.5,0.9999988993701022,"(0.7019607843137254, 0.8705882352941177, 0.4117647058823529, 1.0)"
Grid,100000.0,0.15,0.3,0.4086272711092749,0,,,5.0,-0.4054651081081643,,0.5000000000115657,9.999994862585412e-06,0.5,1.0,"(0.7372549019607844, 0.5019607843137255, 0.7411764705882353, 1.0)"
Grid,308884.3596477478,0.1606122448979591,0.288,0.4720930295404471,0,,,5.489795918367347,-0.4054651081081643,,0.5001259147085013,0.6382443689522218,0.5,0.9999999542535427,"(0.7450980392156863, 0.7294117647058823, 0.8549019607843137, 1.0)"
Grid,954095.4763499944,0.183469387755102,0.3359999999999999,0.600520709967234,0,,,5.979591836734694,-0.4054651081081643,,0.4999999923943551,0.00016241825735133157,0.5,0.9999999999999998,"(0.8509803921568627, 0.8509803921568627, 0.8509803921568627, 1.0)"
Grid,232995.1810515372,0.1851020408163265,0.348,0.600520709967234,0,,,5.36734693877551,-0.4054651081081643,,0.5000000037097421,0.0001416631505951466,0.5,1.0,"(0.984313725490196, 0.5019607843137255, 0.4470588235294118, 1.0)"
Grid,6250551.925273976,0.1597959183673469,0.2519999999999999,0.4608690545109152,0,,,6.795918367346939,-0.4054651081081643,,0.5001551749825818,0.6459771450393197,0.5,0.999999930521897,"(0.9882352941176471, 0.803921568627451, 0.8980392156862745, 1.0)"
Grid,790604.3210907702,0.1744897959183673,0.3359999999999999,0.5454159433257136,0,,,5.8979591836734695,-0.4054651081081643,,0.5007328047106828,0.6232869839473925,0.5,0.9999984505370538,"(0.9921568627450981, 0.7058823529411765, 0.3843137254901961, 1.0)"
Grid,3556480.3062231285,0.1687755102040816,0.312,0.5197897948152,0,,,6.551020408163265,-0.4054651081081643,,0.4981512394415865,0.6030482639345524,0.5,0.9999901379577488,"(1.0, 1.0, 0.7019607843137254, 1.0)"
