Source,G,C,R,Vab,Prior,Truth,Explanation,log10(G),Prior_Scaled,Truth_Scaled,Predicted_Probability,Std_Dev,Label_Probability,H,cluster_color
Grid,1842069.9693267164,0.15,0.22799999999999992,0.4086272711092749,0,,,6.26530612244898,-0.4054651081081643,,0.5001116589033546,0.7761852556579948,0.5,0.999999964025791,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)"
Grid,308884.3596477478,0.16306122448979593,0.3839999999999999,0.48359035252908,0,,,5.489795918367347,-0.4054651081081643,,0.499958373029931,0.8393852452890544,0.5,0.9999999950001828,"(0.5529411764705883, 0.8274509803921568, 0.7803921568627451, 1.0)"
Grid,232995.1810515372,0.16469387755102038,0.3959999999999999,0.4953676805752622,0,,,5.36734693877551,-0.4054651081081643,,0.49995611419578223,0.8626412376340701,0.5,0.999999994442843,"(0.7019607843137254, 0.8705882352941177, 0.4117647058823529, 1.0)"
Grid,372759.3720314938,0.186734693877551,0.42,0.6151457523462271,0,,,5.571428571428571,-0.4054651081081643,,0.4999445971023172,0.8968549667402218,0.5,0.9999999911433497,"(0.7372549019607844, 0.5019607843137255, 0.7411764705882353, 1.0)"
Grid,494171.33613238385,0.1785714285714285,0.408,0.5723054861814678,0,,,5.6938775510204085,-0.4054651081081643,,0.5000421700912877,0.8795329670884225,0.5,0.9999999948688629,"(0.7450980392156863, 0.7294117647058823, 0.8549019607843137, 1.0)"
Grid,9102981.779915228,0.1589795918367346,0.216,0.4608690545109152,0,,,6.959183673469388,-0.4054651081081643,,0.4996891279166808,0.7825166962909564,0.5,0.9999997211516944,"(0.8509803921568627, 0.8509803921568627, 0.8509803921568627, 1.0)"
Grid,100000.0,0.15,0.3,0.4086272711092749,0,,,5.0,-0.4054651081081643,,0.49999999993916466,9.999994862585412e-06,0.5,1.0,"(0.984313725490196, 0.5019607843137255, 0.4470588235294118, 1.0)"
Grid,2442053.0945486496,0.186734693877551,0.348,0.6151457523462271,0,,,6.387755102040816,-0.4054651081081643,,0.49962748733282714,0.7405832268987388,0.5,0.9999995996068254,"(0.9882352941176471, 0.803921568627451, 0.8980392156862745, 1.0)"
Grid,2222996.4825261957,0.16795918367346932,0.312,0.5074318329039843,0,,,6.346938775510204,-0.4054651081081643,,0.49978366865935697,0.5969112134417317,0.5,0.999999864965907,"(0.9921568627450981, 0.7058823529411765, 0.3843137254901961, 1.0)"
Grid,1151395.399326448,0.19,0.3959999999999999,0.6301269720577213,0,,,6.061224489795919,-0.4054651081081643,,0.49984664786216126,0.8689102118635723,0.5,0.9999999321446318,"(1.0, 1.0, 0.7019607843137254, 1.0)"
