Source,G,C,R,Vab,Prior,Truth,Explanation,log10(G),Prior_Scaled,Truth_Scaled,Predicted_Probability,Std_Dev,Label_Probability,H,cluster_color
Grid,1526417.9671752334,0.16469387755102038,0.3,0.4953676805752622,0,,,6.183673469387755,-0.4054651081081643,,0.49541851158564976,0.5737864190608711,0.5,0.999939434710519,"(0.5529411764705883, 0.8274509803921568, 0.7803921568627451, 1.0)"
Grid,5179474.6792312125,0.1736734693877551,0.3,0.5454159433257136,0,,,6.714285714285714,-0.4054651081081643,,0.5231236195327792,0.5967879497256398,0.5,0.9984566263484944,"(1.0, 1.0, 0.7019607843137254, 1.0)"
Grid,596362.3316594637,0.1565306122448979,0.2639999999999999,0.4392153075324483,0,,,5.775510204081632,-0.4054651081081643,,0.642041283553816,0.7238373804582771,0.5,0.9409757142313377,"(0.7450980392156863, 0.7294117647058823, 0.8549019607843137, 1.0)"
Grid,193069.77288832495,0.1851020408163265,0.348,0.600520709967234,0,,,5.285714285714286,-0.4054651081081643,,0.46213936123622507,0.39171951776533565,0.5,0.9958600396289337,"(0.984313725490196, 0.5019607843137255, 0.4470588235294118, 1.0)"
Grid,212095.0887920193,0.1704081632653061,0.3359999999999999,0.5197897948152,0,,,5.326530612244898,-0.4054651081081643,,0.6478421046655715,0.5188207952415275,0.5,0.9359804881496998,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)"
Grid,954095.4763499944,0.1769387755102041,0.3359999999999999,0.5586989677958484,0,,,5.979591836734694,-0.4054651081081643,,0.43079273469666746,0.6057565203434233,0.5,0.9861355338977396,"(0.9921568627450981, 0.7058823529411765, 0.3843137254901961, 1.0)"
Grid,4714866.36345739,0.1851020408163265,0.3239999999999999,0.600520709967234,0,,,6.673469387755102,-0.4054651081081643,,0.43096072900844795,0.6906039927213681,0.5,0.9862029778980266,"(0.7019607843137254, 0.8705882352941177, 0.4117647058823529, 1.0)"
Grid,4291934.260128778,0.1557142857142857,0.2519999999999999,0.4392153075324483,0,,,6.63265306122449,-0.4054651081081643,,0.5222766182794446,0.6232732409609132,0.5,0.9985676576608327,"(0.9882352941176471, 0.803921568627451, 0.8980392156862745, 1.0)"
Grid,868511.3737513521,0.1883673469387755,0.36,0.6301269720577213,0,,,5.938775510204081,-0.4054651081081643,,0.6251458098167809,0.6954975706151005,0.5,0.9543264806688124,"(0.8509803921568627, 0.8509803921568627, 0.8509803921568627, 1.0)"
Grid,175751.06248547928,0.1548979591836734,0.288,0.4392153075324483,0,,,5.244897959183674,-0.4054651081081643,,0.4664317905386735,0.5567512487744953,0.5,0.9967462243599541,"(0.7372549019607844, 0.5019607843137255, 0.7411764705882353, 1.0)"
