Source,G,C,R,Vab,Prior,Truth,Explanation,log10(G),Prior_Scaled,Truth_Scaled,Predicted_Probability,Std_Dev,H,cluster_color
Grid,3906939.937054613,0.1548979591836734,0.2759999999999999,0.4392153075324483,0,,,6.591836734693877,-0.4054651081081643,,0.6570770872441956,0.6535422073005396,0.9275883061739221,"(0.5529411764705883, 0.8274509803921568, 0.7803921568627451, 1.0)"
Grid,145634.84775012443,0.1728571428571428,0.3359999999999999,0.5454159433257136,0,,,5.163265306122449,-0.4054651081081643,,0.5023687967184902,0.7262985861777947,0.9999838094446851,"(1.0, 1.0, 0.7019607843137254, 1.0)"
Grid,175751.06248547928,0.1557142857142857,0.3,0.4392153075324483,0,,,5.244897959183674,-0.4054651081081643,,0.44539913029933814,0.6741252303375759,0.991380737726688,"(0.7450980392156863, 0.7294117647058823, 0.8549019607843137, 1.0)"
Grid,232995.1810515372,0.1851020408163265,0.348,0.600520709967234,0,,,5.36734693877551,-0.4054651081081643,,0.6167459025250092,0.7713044416498914,0.9603079039619324,"(0.984313725490196, 0.5019607843137255, 0.4470588235294118, 1.0)"
Grid,3906939.937054613,0.183469387755102,0.3,0.600520709967234,0,,,6.591836734693877,-0.4054651081081643,,0.5132945742223165,0.5598409191553638,0.9994899595911773,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)"
Grid,954095.4763499944,0.183469387755102,0.3359999999999999,0.600520709967234,0,,,5.979591836734694,-0.4054651081081643,,0.659896259936439,0.7106777208712725,0.9249179424912406,"(0.9921568627450981, 0.7058823529411765, 0.3843137254901961, 1.0)"
Grid,1842069.9693267164,0.1704081632653061,0.312,0.5197897948152,0,,,6.26530612244898,-0.4054651081081643,,0.583786109216051,0.5686237085640966,0.9796483586050084,"(0.7019607843137254, 0.8705882352941177, 0.4117647058823529, 1.0)"
Grid,790604.3210907702,0.1565306122448979,0.288,0.4392153075324483,0,,,5.8979591836734695,-0.4054651081081643,,0.6526804075545598,0.5788141722086478,0.9316514165514828,"(0.9882352941176471, 0.803921568627451, 0.8980392156862745, 1.0)"
Grid,409491.5062380427,0.16959183673469383,0.3239999999999999,0.5197897948152,0,,,5.612244897959184,-0.4054651081081643,,0.583876326290847,0.6379878926789109,0.9796042981548605,"(0.8509803921568627, 0.8509803921568627, 0.8509803921568627, 1.0)"
Grid,5689866.029018293,0.1663265306122449,0.2759999999999999,0.5074318329039843,0,,,6.755102040816326,-0.4054651081081643,,0.36135990502305015,0.6044371476242807,0.943806225586011,"(0.7372549019607844, 0.5019607843137255, 0.7411764705882353, 1.0)"
