d,Method,random_seed,epsilonX,epsilonEI,i,EI,y,y*,R,t (s),m (MB)
2,exactBO,0,1e-05,0.1,1,0.2159517516947348,-1.9038191448624353,-1.9101873427908376,0.0,0.438065,nan
2,exactBO,0,1e-05,0.1,2,0.3060134947037945,-0.016130243305293668,-1.9101873427908376,1.8876889015571416,0.30227,nan
2,exactBO,0,1e-05,0.1,1,0.2159517516947348,-1.9038191448624353,-1.9101873427908376,0.0,0.444041,nan
2,exactBO,0,1e-05,0.1,2,0.3060134947037945,-0.016130243305293668,-1.9101873427908376,1.8876889015571416,0.229288,nan
